id,date,code_speaker,gender,title_original,title_language,title_english,abstract_original,abstract_language,abstract_english,audience_n,audience_female,audience_male,audience_NA,department,institute,university,country,position,position_cat,origin,total_citation_n,h_index,i10_index,most_cited_n,citation_cum,years_career,nature_index_count,nature_index_share,obs
187,12-03-2015,250,M,Abelhas de desenvolvimento,port,Developmental Bees,"A criação de abelhas nativas, também chamada de meliponicultura, gera renda a comunidades
rurais, reduz a necessidade de explorar outros recursos naturais e cria incentivos para proteger o
meio ambiente. Além disso, a meliponicultura contribui com a preservação das abelhas nativas e
dos serviços de polinização que elas fornecem, os quais são fundamentais para garantir a
produtividade de muitas culturas comerciais e manter a biodiversidade de plantas dos
ecossistemas naturais. No Brasil, a meliponicultura é ainda uma atividade essencialmente
informal, o conhecimento técnico é escasso e as práticas de manejo carecem de padronização.
Nesse trabalho, aproveitamos essa grande diversidade de práticas de manejo para identificar
quais delas maximizam a produção de mel e colônias e aumentam a renda gerada pela venda
desses produtos 1. Um questionário foi elaborado em parceria com pesquisadores e criadores
estabelecidos, logo validado em campo, e finalmente aplicado a mais de 250 criadores de 20
estados Brasileiros. O impacto de determinadas práticas de manejo sobre a produtividade e a
geração de renda foi avaliado utilizando um procedimento de seleção de modelos. Os resultados
destacam a importância de ensinar aos meliponicultores como inspecionar e alimentar suas
colônias, como multiplicá-las, como colher e preservar o mel, como controlar a infestação de
parasitas e como agregar valor ao rotular os recipientes de mel. Além disso, a experiência dos
meliponicultores e sua rede de criadores conhecidos tiveram uma influência importante sobre a
produtividade e a renda. Preservar as abelhas nativas é particularmente importante agora,
quando grandes populações de abelhas estão desaparecendo por causa de doenças, agrotóxicos
e a degradação dos seus ambientes naturais. A meliponicultura pode ajudar a conservar as
abelhas, manter os seus serviços de polinização e contribuir com o desenvolvimento de muitas
comunidades rurais. O nosso trabalho fornece indicações claras para aperfeiçoar a atividade e
ajudar a transformá-la numa poderosa ferramenta de esenvolvimento sustentável.”",port,"Native beekeeping, also called meliponiculture, generates income for rural communities
communities, reduces the need to exploit other natural resources, and creates incentives to protect the
environment. In addition, meliponiculture contributes to the preservation of native bees and the pollination
and the pollination services they provide, which are essential to ensure the productivity of
productivity of many commercial crops and maintain plant biodiversity in natural ecosystems.
natural ecosystems. In Brazil, meliponiculture is still an essentially informal
technical knowledge is scarce and management practices lack standardization.
In this work, we take advantage of this great diversity of management practices to identify which of them
which of them maximize honey and colony production and increase the income generated by the sale of these products 1.
A questionnaire was developed in partnership with researchers and established breeders
and farmers, then validated in the field, and finally applied to more than 250 farmers in 20 Brazilian
Brazilian states. The impact of certain management practices on productivity and income
income generation was evaluated using a model selection procedure. The results
the importance of teaching honey beekeepers how to inspect and feed their colonies, how to multiply
colonies, how to multiply them, how to harvest and preserve honey, how to control parasite infestation
and how to add value by labeling honey containers. In addition, the experience of
In addition, the experience of meliponiculturists and their network of known breeders had an important influence on productivity and income.
productivity and income. Preserving native bees is particularly important now
when large bee populations are disappearing due to diseases, pesticides, and the degradation of their natural
and the degradation of their natural environments. Meliponiculture can help conserve bees, maintain their
maintain their pollination services and contribute to the development of many rural communities.
rural communities. Our work provides clear indications for improving the activity and
help turn it into a powerful tool for sustainable development.""",8,6,2,0,Ecologia,IB,USP,Brasil,postdoc,postdoc,IB,NA,NA,NA,NA,NA,NA,NA,NA,
188,18-03-2015,15,M,Macroecology of mutualistic plant-animal networks,en,Macroecology of mutualistic plant-animal networks,"The structure of species interaction networks is important for species
coexistence, community stability and exposure of species to extinctions.
Specialization, modularity and nestedness are often interpreted as
evolutionary ecological structures that may have relevance for community
persistence and resilience against perturbations, such as climate-change
and human impact. Therefore, both current ecological, historical and
evolutionary factors could therefore influence these network structures. I
am presenting a range of studies testing this using a macroecological
approach on mutualistic pollination and frugivore networks. These studies
show that ecological, historical and evolutionary signals are evident in
pollination networks, whereas large-scale spatial variation in frugivorous
networks predominantly seems determined by current ecological factors.”",en,"The structure of species interaction networks is important for species
coexistence, community stability and exposure of species to extinctions.
Specialization, modularity and nestedness are often interpreted as
evolutionary ecological structures that may have relevance for community
persistence and resilience against perturbations, such as climate-change
and human impact. Therefore, both current ecological, historical and
evolutionary factors could therefore influence these network structures. I
am presenting a range of studies testing this using a macroecological
approach on mutualistic pollination and frugivore networks. These studies
show that ecological, historical and evolutionary signals are evident in
pollination networks, whereas large-scale spatial variation in frugivorous
networks predominantly seems determined by current ecological factors.”",25,12,13,0,-,-,Univ._Copenhagen,Dinamarca,professor,professor,Europa,3262,27,38,142,747,7,657,156.03,
189,20-03-2015,191,M,The interplay between society and culture among sperm whales,en,The interplay between society and culture among sperm whales,"Culture and society influence one another, especially when we primarily associate with and
learn from like-minded individuals. Social patterns and cultural behavior are closely tied
among sperm whales as well. Their society is organized into sympatric clans, defined by
distinctive communicative acoustic repertoires learned from their peers. In this talk, I will
present the behavior with computer simulations to explore the causes and consequences of
the cultural clans of sperm whales off the Galápagos Islands. The many months we have
spent following this elusive species in their remote environment have revealed striking
similarities with our own society. Our findings provide evidence that processes generating the
complex human cultures may also be at play in animal societies, a crucial step to evaluate
the contrasts and convergences between these two kinds of culture.”",en,"Culture and society influence one another, especially when we primarily associate with and
learn from like-minded individuals. Social patterns and cultural behavior are closely tied
among sperm whales as well. Their society is organized into sympatric clans, defined by
distinctive communicative acoustic repertoires learned from their peers. In this talk, I will
present the behavior with computer simulations to explore the causes and consequences of
the cultural clans of sperm whales off the Galápagos Islands. The many months we have
spent following this elusive species in their remote environment have revealed striking
similarities with our own society. Our findings provide evidence that processes generating the
complex human cultures may also be at play in animal societies, a crucial step to evaluate
the contrasts and convergences between these two kinds of culture.”",44,28,16,0,-,-,Dalhousie_Univ.,Canadá,phd_student,student,AmNorte,NA,NA,NA,NA,NA,NA,NA,NA,
190,26-03-2015,241,M,"Bases biomecânicas da alimentação e o papel trófico de cifomedusas (Cnidaria, Scyphozoa) na costa sudeste do Brasil",port,"Biomechanical basis of feeding and trophic role of cyphomedusae (Cnidaria, Scyphozoa) in the southeast coast of Brazil","Em medusas de Scyphozoa, a pulsação da umbrela proporciona o impulso
locomotor e também atua na captura de presas. Durante as pulsações são
produzidos vórtices que escoam fluidos para os braços orais, os quais retêm
presas planctônicas através de um mecanismo aderente e filtrador. O objetivo
desta apresentação é demonstrar as bases biomecânicas da alimentação e o
papel trófico de cifomedusas da costa sudeste do Brasil. Será demonstrado
como esse mecanismo filtrador se desenvolve ao longo do crescimento das
medusas, através de métodos videográficos de alta frequência de captura de
imagens. A morfologia e a mecânica alimentar determinam os hábitos
alimentares e os papéis tróficos de cifomedusas. Serão discutidas as
implicações da sobreposição dos nichos tróficos entre medusas e peixes,
quantificados através da análise de isótopos estáveis (13C e 15N) em um
sistema estuarino na costa sudeste do Brasil”.",port,"In jellyfish of Scyphozoa, the pulsation of the umbrella provides the
locomotor drive and also acts in prey capture. During the pulsations
vortices are produced that drain fluids to the oral arms, which retain planktonic
planktonic prey through an adherent, filtering mechanism. The objective
of this presentation is to demonstrate the biomechanical basis of feeding and the
trophic role of cyphomedusae from the southeast coast of Brazil. It will be demonstrated
how this filtering mechanism develops throughout the growth of the jellyfish
through high-frequency videographic methods of image capture.
methods. The morphology and feeding mechanics determine the feeding
feeding habits and trophic roles of cyphomedusae. We will discuss the
implications of overlapping trophic niches between jellyfish and fish will be discussed,
quantified by stable isotope analysis (13C and 15N) in an estuarine system
estuarine system on the southeast coast of Brazil.""",22,10,12,0,Zoologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
191,27-03-2015,233,M,Es preciso manejar la recuperación de los ecosistemas después del fuego?,spa,Is it necessary to manage the recovery of ecosystems after fire?,"Post-fire restoration is meant to mitigate or reverse negative fire impacts. Impacts
are related to fire regime and its interactions with ecosystem fire-resilience. In the
case of severe fire regimes, main ecological impacts affect nutrient budget, soil
erosion risk and the reduction of biodiversity. Planning post-fire restoration requires
the identification of the specific degradation processes triggered by fire, including
their time and spatial dimensions, and vulnerable ecosystems. Restoration should
address identified vulnerable areas, and mitigate soil erosion and runoff risk in the
short-term, and the recovery of nutrient cycling and keystone plant species in the
longer term. We present the approach developed for assessing post-fire restoration
in the Mediterranean basin based in the prediction of soil erosion risk and vegetation
vulnerability.”",en,"Post-fire restoration is meant to mitigate or reverse negative fire impacts. Impacts
are related to fire regime and its interactions with ecosystem fire-resilience. In the
case of severe fire regimes, main ecological impacts affect nutrient budget, soil
erosion risk and the reduction of biodiversity. Planning post-fire restoration requires
the identification of the specific degradation processes triggered by fire, including
their time and spatial dimensions, and vulnerable ecosystems. Restoration should
address identified vulnerable areas, and mitigate soil erosion and runoff risk in the
short-term, and the recovery of nutrient cycling and keystone plant species in the
longer term. We present the approach developed for assessing post-fire restoration
in the Mediterranean basin based in the prediction of soil erosion risk and vegetation
vulnerability.”",13,8,5,0,-,-,Univ._Barcelona,Espanha,professor,professor,Europa,NA,NA,NA,NA,NA,NA,413,79.82,
192,09-04-2015,55,M,A abstinência sexual promove movimentos estratégicos em machos do besouro Leptinotarsa undecimlineata (Coleoptera: Chrysomelidae),port,Sexual abstinence promotes strategic movements in males of the beetle Leptinotarsa undecimlineata (Coleoptera: Chrysomelidae),"Em sistemas de acasalamento do tipo scramble competition, disputas entre machos são
raras ou ausentes e a expectativa teórica é que machos com alta mobilidade obtenham
mais cópulas. Leptinotarsa undecimlineata é uma espécie com sistema de acasalamento
do tipo scramble competition cujos indivíduos copulam somente sobre a planta hospedeira.
Nessa espécie, movimento e sucesso reprodutivo estão relacionados de forma peculiar: os
machos que mais se movem, são os que menos copulam. Uma hipótese que explicaria
esse padrão é que os machos se movem quando não obtêm cópulas, e ficam onde estão
após uma cópula. Se os machos se movem em busca de cópulas, esperamos que eles
prefiram ir para a planta mais próxima com maior número de fêmeas. Usamos modelos
mistos para investigar a movimentação dos machos em uma população natural no México.
Observamos que os machos se movem mais quando encontram poucas fêmeas na planta
em que estão e quando copulam pouco. Adicionalmente, usamos um modelo de
montagem de redes para testar para onde os machos se movem. Observamos que
machos têm maior probabilidade de ir para plantas próximas e com alto número de
fêmeas. Concluímos que machos se movem estrategicamente, saindo de plantas onde há
poucas oportunidades de cópula e indo para plantas adjacentes onde a disponibilidade de
fêmeas é maior. Essa estratégia deve minimizar os custos de busca por parceiras e
maximizar o sucesso de acasalamento dos machos.”",port,"In scramble competition type mating systems, disputes between males are rare or absent and
absent or rare, and the theoretical expectation is that highly mobile males obtain more copulations.
more copulations. Leptinotarsa undecimlineata is a species with a scramble competition
scramble competition, in which individuals copulate only on the host plant.
In this species, movement and reproductive success are related in a peculiar way: the
males that move the most, are the ones that copulate the least. One hypothesis that could explain this
this pattern is that males move when they do not copulate, and stay where they are after copulation.
after copulation. If males move around in search of copulations, we expect that they
prefer to go to the nearest plant with the greatest number of females. We use mixed
models to investigate the movement of males in a natural population in Mexico.
We observed that males move more when they find few females on the plant
plant they are on and when they copulate infrequently. In addition, we use a network assembly model to test
model to test where the males move to. We observed that
males are more likely to go to nearby plants with high numbers of females.
females. We conclude that males move strategically, leaving plants where there are
opportunities for mating and move to adjacent plants where females are more available.
females. This strategy should minimize mate search costs and
maximize the males' mating success.""",22,14,8,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
193,16-04-2015,48,M,A mais longa história que conhecemos: 750 milhões de anos de evolução de tecamebas,port,The longest history we know: 750 million years of the evolution of tecamebas,"Testate amoebae are abundant organisms inhabiting freshwater and terrestrial
systems. Because they have a shell (test), they have been used as convenient tools in a
number of areas: ecology, paleoecology, paleoenvironmental reconstruction, etc. Also, the
shell makes these organisms the only ones with fossiliferous potential, and indeed represent
the earliest unambiguous fossils of eukaryotes with over 750 million year
speciments. Recent years have seen an increase of available data for the analyses and
interpretation of evolutionary events in the history of testate amoebae. In this talk, I will
focus on how the several types of new evidence have influenced our understanding of the
testate amoebae in the Arcellinida clade. There are three distinct parts to this talk: 1) novel
molecular data and recent phylogenetic reconstructions, what are the currently recognized
groups within Arcellinida and what has been demystified; 2) fossil evidence, its
interpretation and its integration to the current phylogenetic framework; 3) diversification
in arcellinid testate amoebae, cryptic/pseudocryptic species and the consequences to
evolutionary interpretations. I will conclude trying to delineate the new avenues of research
that have been opened and which main issues remain unanswered. Slides for this talk will
be in English, but the talk will be in Portuguese unless requested otherwise.",en,"Testate amoebae are abundant organisms inhabiting freshwater and terrestrial
systems. Because they have a shell (test), they have been used as convenient tools in a
number of areas: ecology, paleoecology, paleoenvironmental reconstruction, etc. Also, the
shell makes these organisms the only ones with fossiliferous potential, and indeed represent
the earliest unambiguous fossils of eukaryotes with over 750 million year
speciments. Recent years have seen an increase of available data for the analyses and
interpretation of evolutionary events in the history of testate amoebae. In this talk, I will
focus on how the several types of new evidence have influenced our understanding of the
testate amoebae in the Arcellinida clade. There are three distinct parts to this talk: 1) novel
molecular data and recent phylogenetic reconstructions, what are the currently recognized
groups within Arcellinida and what has been demystified; 2) fossil evidence, its
interpretation and its integration to the current phylogenetic framework; 3) diversification
in arcellinid testate amoebae, cryptic/pseudocryptic species and the consequences to
evolutionary interpretations. I will conclude trying to delineate the new avenues of research
that have been opened and which main issues remain unanswered. Slides for this talk will
be in English, but the talk will be in Portuguese unless requested otherwise.",17,10,7,0,Zoologia,IB,USP,Brasil,professor,professor,IB,2758,22,40,176,747,7,282,53.64,
194,30-04-2015,81,M,Understanding the function and evolution of worm nervous systems by two case studies: (1)regeneration in polyclad marine flatworms and (2) behavioral genetics of terrestrial roundworms,en,Understanding the function and evolution of worm nervous systems by two case studies: (1)regeneration in polyclad marine flatworms and (2) behavioral genetics of terrestrial roundworms,"In this talk, I will discuss concepts related to mechanisms of evolutionary
change, specifically: co-option, subfunctionalization, cryptic
genotypic/phenotypic variation, modularity, and developmental systems
drift. I will provide experimental evidence on the occurrence of, at least,
some of these in three experimental invertebrate models studied in my

laboratory. Co-option and subfunctionalization will be shown in the four-
eyed whirligig beetle that shows differences in opsin expression of dorsal

and ventral eyes; a novel and cryptic brain will be shown to develop after
decapitation of polyclad flatworms; and different neurotransmitters will
shown to modulate the same stand-and-wave behavior (i.e. nictation) in
different species of nematodes.”",en,"In this talk, I will discuss concepts related to mechanisms of evolutionary
change, specifically: co-option, subfunctionalization, cryptic
genotypic/phenotypic variation, modularity, and developmental systems
drift. I will provide experimental evidence on the occurrence of, at least,
some of these in three experimental invertebrate models studied in my

laboratory. Co-option and subfunctionalization will be shown in the four-
eyed whirligig beetle that shows differences in opsin expression of dorsal

and ventral eyes; a novel and cryptic brain will be shown to develop after
decapitation of polyclad flatworms; and different neurotransmitters will
shown to modulate the same stand-and-wave behavior (i.e. nictation) in
different species of nematodes.”",19,9,10,0,Zoologia,IB,USP,Brasil,professor,professor,IB,704,13,17,97,289,12,282,53.64,
195,14-05-2015,110,M,An Overview of Lignin Metabolism and Its Effect on Biomass Recalcitrance,en,An Overview of Lignin Metabolism and Its Effect on Biomass Recalcitrance,"Lignin, after cellulose, is the second most abundant biopolymer on Earth, accounting for 30% of the organic carbon in the biosphere. It is considered an important evolutionary adaptation of plants during their transition from the aquatic environment to land, since it bestowed the early tracheophytes with physical support to stand upright and enabled long-distance transport of water and solutes by waterproofing the vascular tissue. Although essential for plant growth and development, lignin is the major plant cell wall component responsible for biomass recalcitrance to industrial processing. The fact that lignin is a non-linear aromatic polymer built with chemically diverse and poorly reactive linkages and a variety of monomer units precludes the ability of any single enzyme to properly recognize and degrade it. Consequently, the use of lignocellulosic feedstock as a renewable and sustainable resource for the production of biofuels and bio-based materials will depend on the identification and characterization of the factors that determine plant biomass recalcitrance, especially the highly complex phenolic polymer lignin. Here, I summarize the current knowledge regarding lignin metabolism in plants, its effect on biomass recalcitrance and the emergent strategies to modify biomass recalcitrance through metabolic engineering of the lignin pathway.",en,"Lignin, after cellulose, is the second most abundant biopolymer on Earth, accounting for 30% of the organic carbon in the biosphere. It is considered an important evolutionary adaptation of plants during their transition from the aquatic environment to land, since it bestowed the early tracheophytes with physical support to stand upright and enabled long-distance transport of water and solutes by waterproofing the vascular tissue. Although essential for plant growth and development, lignin is the major plant cell wall component responsible for biomass recalcitrance to industrial processing. The fact that lignin is a non-linear aromatic polymer built with chemically diverse and poorly reactive linkages and a variety of monomer units precludes the ability of any single enzyme to properly recognize and degrade it. Consequently, the use of lignocellulosic feedstock as a renewable and sustainable resource for the production of biofuels and bio-based materials will depend on the identification and characterization of the factors that determine plant biomass recalcitrance, especially the highly complex phenolic polymer lignin. Here, I summarize the current knowledge regarding lignin metabolism in plants, its effect on biomass recalcitrance and the emergent strategies to modify biomass recalcitrance through metabolic engineering of the lignin pathway.",8,7,1,0,Botânica,IB,USP,Brasil,professor,professor,IB,1146,18,21,109,201,2,282,53.64,
196,21-05-2015,259,F,Evidência de plasticidade em aranhas minúsculas: construção de orbiteias por ninfas de Leucage argyra em espaços reduzidos,port,Evidence for plasticity in tiny spiders: orbital construction by Leucage argyra nymphs in confined spaces,"A hipótese de limitação em comportamento por tamanho prevê que animais pequenos,
por causa das implicações de manter um cérebro proporcionalmente grande e caro, terão
capacidades comportamentais limitadas. Testei esta hipótese comparando se as ninfas
de Leucauge argyra(Walckenaer 1842) foram capazes de realizar os mesmos ajustes
comportamentais extremos em suas teias orbitais para adaptá-las a espaços restritos,
reportados nas adultas da mesma espécie. Encontrei três tipos de evidência contra a
hipótese de limitação em comportamento por tamanho: (1) as ninfas foram capazes de
realizar todos os ajustes comportamentais realizados pelas adultas em suas teias orbitais
em espaços reduzidos; (2) as ninfas não mostraram menor precisão comportamental em
os ajustes aos espaços restritos do que as adultas e (3) as ninfas menores foram capazes
de fazer os mesmos ajustes comportamentais que as maiores. Os ajustes complexos
observados usando tamanhos extremos de aranhas que constroem teias orbitais, permitiu
fornecer a prova mais sensível da hipótese da limitação em comportamento por tamanho
até agora realizada.",port,"The hypothesis of limitation in behavior by size predicts that small animals,
because of the implications of maintaining a proportionally large and expensive brain, will have
limited behavioral capabilities. I tested this hypothesis by comparing whether nymphs
of Leucauge argyra(Walckenaer 1842) were able to make the same extreme behavioral
extreme behavioral adjustments in their orbital webs to adapt them to restricted spaces,
reported in adults of the same species. I found three types of evidence against the
size limitation hypothesis: (1) the nymphs were able to make all the behavioral
(1) nymphs were able to perform all the behavioral adjustments made by adults on their orbital webs in
(2) nymphs showed no less behavioral precision in adjustments to
the adjustments to the restricted spaces than the adults; and (3) the smaller nymphs were able
to make the same behavioral adjustments as the larger nymphs. The complex adjustments
observed using extreme sizes of spiders that build orbital webs, allowed
provide the most sensitive evidence for the hypothesis of limitation in behavior by size
so far performed.",16,8,8,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
197,28-05-2015,37,F,Coevolução em redes de interação antagonistas,port,Coevolution in antagonistic interaction networks,"Redes de interações entre espécies antagonistas, tais como entre predadores e presas,
apresentam uma grande diversidade de padrões estruturais com potenciais implicações para a
evolução e coevolução das espécies. Neste trabalho nós modelamos a evolução de um
fenótipo que determina o sucesso de ataque e defesa para explorar o papel das interações
multi-específicas sobre a coevolução das espécies. Os resultados indicam que a evolução
fenotípica é determinada pela intensidade da seleção imposta pelas espécies e que a
existência de assimetrias entre exploradores e vítimas na intensidade da seleção influencia a
dinâmica coevolutiva. Alto aninhamento das redes favoreceu flutuações, enquanto que alta
modularidade promoveu mudança direcional dos fenótipos. Espécies muito conectadas
apresentaram maior variação temporal dos seus diferenciais de seleção, o que resultou em um
menor acoplamento fenotípico com seus parceiros de interação e favoreceu a especialização,
o que aumentou a modularidade e reduziu o aninhamento das redes. Nossos resultados
sugerem que estruturas modulares tem um efeito estabilizador na dinâmica coevolutiva das
espécies em redes antagonistas e que o grau do acoplamento fenotípico entre as espécies deve
ser correlacionado com seus padrões de interação ”.",port,"Networks of interactions between antagonistic species, such as between predators and prey,
exhibit a great diversity of structural patterns with potential implications for the
evolution and coevolution of species. In this work we model the evolution of a
phenotype that determines attack and defense success to explore the role of multispecies interactions
multi-species interactions on species coevolution. The results indicate that phenotypic
is determined by the intensity of selection imposed by the species, and that the existence of
asymmetries between exploiters and victims in the intensity of selection influences the
coevolutionary dynamics. High nestedness of the networks favored fluctuations, while high
modularity promoted directional change of phenotypes. Highly connected species
species showed more temporal variation in their selection differentials, which resulted in less phenotypic
phenotypic coupling with their interaction partners and favored specialization,
which increased modularity and reduced network nesting. Our results
suggest that modular structures have a stabilizing effect on the coevolutionary dynamics of
species in antagonistic networks and that the degree of phenotypic coupling between species
be correlated with their interaction patterns .""",27,14,13,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
198,18-06-2015,206,M,Economia Ecológica,port,Ecological Economics,"Poucos são os temas da sociedade contemporânea hoje capazes de ensejar consenso.
Entretanto, apesar das enormes diferenças econômicas, políticas e culturais existentes na
sociedade, todos concordam num ponto: precisamos trabalhar pelo desenvolvimento sustentável’.
Há a percepção generalizada de que tem havido uma piora nas condições ambientais, corroborada
tanto pela variedade dos problemas quanto pela escala deles (a lista é extensa: aquecimento
global, destruição da camada de ozônio, desmatamento, extinção de espécies, diminuição dos
recursos hídricos, lixo, etc.). Embora seja difícil distinguir entre catastrofismo e preocupação
fundamentada nas notícias que vemos na mídia, a intuição de que há algo errado tem se difundido
e ganhado apoio. Por conseguinte, movimentos políticos de matizes ideológicas as mais diversas
têm professado seu compromisso com o desenvolvimento sustentável’. Mas o que isso quer dizer
mesmo?
Em que pese a aceitação política do ideário da sustentabilidade ambiental, as soluções
concretas para os problemas levantados pela agenda da sustentabilidade têm sido tímidas.
Décadas depois do Relatório Brundtland e da Rio-92, os países sequer têm consenso quanto às
metas a serem atingidas, e ainda menos quanto aos meios para cumpri-las. Por que isso? Trata-se
apenas de mais um caso clássico de cegueira e má vontade dos políticos?",port,"Few topics in contemporary society today are capable of commanding consensus.
However, despite the enormous economic, political and cultural differences that exist in society, everyone
society, everyone agrees on one point: we need to work toward sustainable development.
There is a widespread perception that environmental conditions have worsened, borne out by both the variety of problems and the scale of the problem.
by both the variety of problems and their scale (the list is long: global warming
depletion of the ozone layer, deforestation, species extinction, dwindling water resources, waste, etc.
water resources, waste, etc.). Although it is difficult to distinguish between catastrophism and concern
concern based on the news we see in the media, the intuition that something is wrong has been spreading
and gaining support. As a result, political movements of the most diverse ideological hues have professed their commitment to development.
have professed their commitment to sustainable development. But what does this really mean?
really mean?
Despite the political acceptance of the ideology of environmental sustainability, concrete solutions for the problems
concrete solutions to the problems raised by the sustainability agenda have been timid.
Decades after the Brundtland Report and Rio-92, countries do not even have a consensus on the
goals to be reached, let alone the means to achieve them. Why is this? This is
just another classic case of politicians' blindness and ill will?",8,4,4,0,-,IEE,USP,Brasil,professor,professor,Brasil,73,5,2,14,17,7,282,53.64,
199,26-06-2015,220,M,Resource-based modeling in evolutionary game theory,en,Resource-based modeling in evolutionary game theory,"The evolution of cooperation is one of the most intriguing conundrum in evolutionary
biology. Natural selection favours traits that increase individual’s ability to reproduce or
survive. One individual is said to be cooperative if it provides a benefit to another individual
or to a group at the expense of its own relative fitness. According to evolutionary theory
such cooperative behaviour is detrimental to the individual and should be counter-selected.
Instead, the selfish behaviour is expected to arise and invade in a group of cooperators.
However, cooperation is observed everywhere. Despite the great attention the issue has
received in the last decades our understanding about the underlying mechanisms that
explain the emergence and maintenance of cooperation is still poor. Here we combine the
frameworks of resource-based modeling and evolutionary game theory to study the
conditions under which cooperative strains can thrive. In the talk we will present our recent
studies for the evolution of cooperation within the context of multilevel selection, where
individuals (cells) are organised into groups. Selection occurs at both individual and group
levels. Selection in the group level stems from differentiated growth rates that vary
according to the groups composition. This approach can be related to the problem of the
emergence of multicellular form of life.",en,"The evolution of cooperation is one of the most intriguing conundrum in evolutionary
biology. Natural selection favours traits that increase individual’s ability to reproduce or
survive. One individual is said to be cooperative if it provides a benefit to another individual
or to a group at the expense of its own relative fitness. According to evolutionary theory
such cooperative behaviour is detrimental to the individual and should be counter-selected.
Instead, the selfish behaviour is expected to arise and invade in a group of cooperators.
However, cooperation is observed everywhere. Despite the great attention the issue has
received in the last decades our understanding about the underlying mechanisms that
explain the emergence and maintenance of cooperation is still poor. Here we combine the
frameworks of resource-based modeling and evolutionary game theory to study the
conditions under which cooperative strains can thrive. In the talk we will present our recent
studies for the evolution of cooperation within the context of multilevel selection, where
individuals (cells) are organised into groups. Selection occurs at both individual and group
levels. Selection in the group level stems from differentiated growth rates that vary
according to the groups composition. This approach can be related to the problem of the
emergence of multicellular form of life.",14,5,9,0,-,-,UFPE,Brasil,professor,professor,Brasil,1182,21,33,105,792,16,17,4.52,
200,13-08-2015,284,M,Por que as espécies de aves endêmicas da Mata Atlântica não são mais encontradas no interior de São Paulo,port,Why endemic Atlantic Forest bird species are no longer found in the interior of São Paulo,"O Estado de São Paulo possui uma peculiar distribuição de seus domínios fitogeográficos: o
Cerrado o corta de norte a sul, separando a Mata Atlântica em duas porções. Embora sua
descaracterização seja acentuada na porção leste, sua condição ao oeste do Cerrado é mais
preocupante, pois há poucas unidades de conservação e apenas um bloco florestal contínuo, o
Parque Estadual do Morro do Diabo. A avifauna do interior do Estado pôde ser razoavelmente
caracterizada até a década de 1980. Estes dados revelam a pretérita presença de diversas
espécies endêmicas da Mata Atlântica nas matas estacionais do noroeste paulista. Censos
recentes (entre 1990 e 2015) realizados nesta região foram incapazes de registrar tais espécies.
Similarmente, o banco de dados do Wiki Aves (um site que gera mapas de distribuição de
espécies de aves em território nacional a partir de localidades onde usuários fizeram registros
fotográficos ou sonoros) não indica a presença dessas espécies. No entanto, há centenas de
registros de aves florestais em toda a extensão da área referida. Estas observações tornam-se
mais intrigantes ao se analisar a atual distribuição das espécies de aves endêmicas da Mata
Atlântica do Paraná. Não apenas o bioma do nordeste deste Estado é considerado o mesmo do
noroeste de São Paulo (matas estacionais), como os históricos de ocupação humana e de
fragmentação são similares. No entanto, todas as espécies endêmicas da Mata Atlântica ainda
são encontradas no nordeste paranaense. Este projeto pretende determinar se a ausência atual
das espécies de aves endêmicas da Mata Atlântica simplesmente reflete os poucos inventários
recentes conduzidos no noroeste de São Paulo ou se ela resulta de extinção regional.”",port,"The state of São Paulo has a peculiar distribution of its phytogeographic domains: the
Cerrado cuts it from north to south, separating the Atlantic Forest in two portions. Although its
its uncharacterization is accentuated in the eastern portion, its condition west of the Cerrado is more
there are few protected areas and only one continuous forest block, the Morro do Diabo State Park
Morro do Diabo State Park. The avifauna of the interior of the state could be reasonably characterized
characterized until the 1980s. These data reveal the former presence of several endemic
endemic species of the Atlantic Forest in the seasonal forests of northwestern São Paulo. Censuses
recent (between 1990 and 2015) conducted in this region were unable to record such species.
Similarly, the Wiki Aves database (a website that generates distribution maps of bird species
species in the national territory from locations where users have made photographic or audio records)
photographic or audio records) does not indicate the presence of these species. However, there are hundreds of
records of forest birds throughout the extent of the area referred to. These observations become more intriguing
more intriguing when one analyzes the current distribution of bird species endemic to the Atlantic Forest of Paraná.
Atlantic Forest of Paraná. Not only is the northeastern biome of this state considered the same as the
São Paulo (seasonal rainforest), as the history of human occupation and fragmentation is similar.
human occupation and fragmentation are similar. However, all Atlantic Forest endemic species are still found in northeastern Paraná.
are still found in northeastern Paraná. This project aims to determine whether the current absence
of Atlantic Forest endemic bird species simply reflects the few recent inventories conducted in northwestern
conducted in northwestern São Paulo or if it is a result of regional extinction.""",27,18,9,0,-,MZ,USP,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
